title_x,tconst,runtimeMinutes,genres_x,averageRating,numVotes,decennie,budget,popularity,release_date,mots_clefs,data.overview,data.poster_image,Comedy,Drama,Documentary,url_trailer
Illégal,tt1503777,90.0,Drama,6.8,953.0,2010,0,1.4,2010-10-06,[],"[""Tania et Ivan, son fils de 14 ans, sont russes et vivent clandestinement en Belgique depuis huit ans. Sans cesse sur le qui-vive, Tania redoute les contrôles de police jusqu’au jour où elle est arrêtée. La mère et le fils sont séparés. Tania est placée dans un centre de rétention. Elle fera tout pour retrouver son fils mais n'échappera pas pour autant aux menaces d'expulsion.""]",https://image.tmdb.org/t/p/w500/ktjL8bByPwaAtr62sNbDzOa8Ier.jpg,0,1,0,https://www.youtube.com/watch?v=Unwl5Fk9Hrg
Le refuge,tt1504429,88.0,Drama,6.4,3058.0,2000,0,5.644,2009-12-11,"['grossesse', 'homosexualité masculine', 'overdose', 'LGBT', 'thème gay']","[""Mousse et Louis sont jeunes, beaux et riches, ils s'aiment. Mais la drogue a envahi toute leur vie. Un jour, c'est l'overdose et Louis meurt. Mousse survit, mais elle apprend qu'elle est enceinte. Perdue, elle s'enfuit dans une maison loin de Paris. Quelques mois plus tard, le frère de Louis la rejoint dans son refuge.""]",https://image.tmdb.org/t/p/w500/pzllac8Y0QoCzqRLpffRm5KJs3g.jpg,0,1,0,
Aya,tt15067116,90.0,Drama,6.5,68.0,2020,0,0.6,2022-10-12,['docufiction'],"['Aya grandit avec sa mère sur l’île de Lahou. Joyeuse et insouciante, elle aime cueillir des noix de coco et dormir sur le sable. Pourtant, son paradis est voué à disparaître sous les eaux. Alors que les vagues menacent sa maison, Aya fait un choix : la mer peut bien monter, elle ne quittera pas son île.']",https://image.tmdb.org/t/p/w500/AeZ39HcsGWdBCTZBqfl0qDLXcpd.jpg,0,1,0,
Municipale,tt15067124,110.0,Drama,6.5,39.0,2020,0,0.6,2022-01-26,[],"['La petite ville de Revin, dans les Ardennes, se prépare à élire son maire quand un individu inconnu de tous se porte candidat. Cet intrus n’est autre qu’un comédien, qui va entraîner toute la ville dans une fiction politique.']",https://image.tmdb.org/t/p/w500/1TmboTFhmVUUp4SvVfZcau0t4gC.jpg,0,1,0,
Vedette,tt15067158,99.0,Documentary,6.1,26.0,2020,0,1.1,2022-03-30,[],"[""Vedette est une vache. Vedette est une reine. Elle a même été la reine des reines à l'alpage. Mais Vedette a vieilli. Pour lui éviter l'humiliation d'être détrônée par de jeunes rivales, nos voisines nous la laissent tout un été. C'est là que nous avons découvert que toute vache est unique.""]",https://image.tmdb.org/t/p/w500/2ckKeRtiduwPiyvLf6NiuUSaniA.jpg,0,0,1,
Lynx,tt15077870,82.0,Documentary,7.6,228.0,2020,0,2.059,2022-01-19,"['France', 'lynx', 'vie animale', 'comportement animal', 'documentaire', 'animaux et nature', 'documentaire animalier', 'Jura, France']","[""Au cœur des montagnes jurassiennes, alors que les brumes hivernales se dissipent, un appel étrange résonne à travers la forêt. La superbe silhouette d'un lynx boréal se faufile parmi les hêtres et les sapins. Il appelle sa femelle. Un couple éphémère se forme. C’est le début de l’histoire d’une famille de lynx...""]",https://image.tmdb.org/t/p/w500/tdZIMVAbx7ZqrjPj77xNxludY6V.jpg,0,0,1,
Le Havre,tt1508675,93.0,"Comedy,Drama",7.2,25021.0,2010,3850000,7.308,2011-09-08,"['réfugié', 'épicier', 'pauvreté', 'gentillesse', 'chien', 'policier', 'cirier de chaussures', 'Nord de la France', 'Vietnamien', 'épicerie', 'cerise', 'port', 'chien de la famille', 'épouse malade', 'amitié adulte-enfant', 'homme gentil']","['Marcel Marx, ex-écrivain et bohème renommé, s’est exilé volontairement dans la ville portuaire du Havre où son métier honorable mais non rémunérateur de cireur de chaussures lui donne le sentiment d’être plus proche du peuple en le servant. Il a fait le deuil de son ambition littéraire et mène une vie satisfaisante dans le triangle constitué par le bistrot du coin, son travail et sa femme Arletty, quand le destin met brusquement sur son chemin un enfant immigré originaire d’Afrique noire. Quand au même moment, Arletty tombe gravement malade et doit s’aliter, Marcel doit à nouveau combattre le mur froid de l’indifférence humaine avec pour seules armes, son optimisme inné et la solidarité têtue des habitants de son quartier. Il affronte la mécanique aveugle d’un état de droit occidental, représenté par l’étau de la police qui se resserre de plus en plus sur le jeune garçon réfugié. Il est temps pour Marcel de cirer ses chaussures et de montrer les dents.']",https://image.tmdb.org/t/p/w500/2gL9ucSGYZkjVqWFPF7J2rw6ssG.jpg,1,1,0,
Pil,tt15091284,89.0,"Adventure,Animation,Comedy",6.1,1511.0,2020,0,25.556,2021-08-11,"['princesse', 'vieille ville', 'médiéval']","['Pil, une petite orpheline, vit dans les rues de la cité de Roc-en-Brume. Avec ses trois fouines apprivoisées, elle survit en allant chiper de la nourriture dans le château du sinistre régent Tristain, qui usurpe le trône. Un beau jour, pour échapper aux gardes qui la poursuivent, Pil se déguise en enfilant une robe de princesse. La voilà alors embarquée malgré elle dans une quête folle et délirante pour sauver Roland, l’héritier du trône victime d’un enchantement et transformé en… chapoul (moitié chat, moitié poule). Une aventure qui va bouleverser tout le royaume et apprendre à Pil que la noblesse peut se trouver en chacun de nous.']",https://image.tmdb.org/t/p/w500/abPQVYyNfVuGoFUfGVhlNecu0QG.jpg,1,0,0,https://www.youtube.com/watch?v=yhCm4gUIebY
Les petits ruisseaux,tt1509638,94.0,Drama,6.6,399.0,2010,0,1.526,2010-01-02,[],"[""Émile, septuagénaire et veuf, connait une retraite sans heurts, faite de rituels et de loisirs paisibles. L'instant n'existe pas vraiment, la vie coule comme la Loire où il pèche régulièrement avec un autre retraité, Edmond. Mais un jour, Edmond, après lui avoir révélé qu'il avait une vie amoureuse et sexuelle cachée, meurt. Émile, pour ne pas sombrer, tente de se secouer pour retrouver goût aux choses. Lui viennent des envies oubliées d'adolescent, des envies d'étreintes, des envies d'aimer, mais aussi des envies d'en finir...""]",https://image.tmdb.org/t/p/w500/qHUQrpWB6GPuwW8ePZT74LD5Oxh.jpg,0,1,0,https://www.youtube.com/watch?v=IvlEq3QMxfE
"Mon chat et moi, la grande aventure de Rroû",tt15097144,83.0,"Adventure,Drama,Family",6.1,521.0,2020,0,2.863,2023-04-05,['chat'],"[""L'histoire d’un chaton vif et curieux qui s’ennuie dans sa vie de chat domestique à Paris. Son destin bascule lorsque Clémence, dix-ans, l’emmène dans sa maison de campagne au cœur des Vosges. Débute alors une extraordinaire aventure à travers la nature sauvage pour Clémence et Rroû, qui vont grandir ensemble, croiser la route de l’énigmatique Madeleine et vivre une merveilleuse histoire qui va les transformer à tout jamais.""]",https://image.tmdb.org/t/p/w500/n0Um1wr9qGCghSIX0wvsmZoW40u.jpg,0,1,0,https://www.youtube.com/watch?v=yDTnUAr8Q-E
"Mon chat et moi, la grande aventure de Rroû",tt15097144,83.0,"Adventure,Drama,Family",6.1,521.0,2020,0,2.863,2023-04-05,['chat'],"[""L'histoire d’un chaton vif et curieux qui s’ennuie dans sa vie de chat domestique à Paris. Son destin bascule lorsque Clémence, dix-ans, l’emmène dans sa maison de campagne au cœur des Vosges. Débute alors une extraordinaire aventure à travers la nature sauvage pour Clémence et Rroû, qui vont grandir ensemble, croiser la route de l’énigmatique Madeleine et vivre une merveilleuse histoire qui va les transformer à tout jamais.""]",https://image.tmdb.org/t/p/w500/n0Um1wr9qGCghSIX0wvsmZoW40u.jpg,0,1,0,https://www.youtube.com/watch?v=QkVuLCXJkT0
Dernier étage gauche gauche,tt1509842,110.0,"Comedy,Drama",6.2,220.0,2010,0,1.209,2010-11-15,[],"[""C’est pas comme ça que ça aurait dû se passer…  Comme tous les matins, François Echeveria - huissier de son état - aurait dû pouvoir opérer sa saisie du jour dans cette cité de banlieue, puis tranquillement rentrer dans son nid douillet.  Mais ce jour d'anniversaire du 11 septembre, le destin en a décidé autrement, mettant sur sa route un père démuni et son agité de fils… qui le prennent en otage.  Trois hommes bloqués pendant 24 heures au septième étage d'une tour HLM bientôt cernée par les agents du GIGN qui les prennent pour des terroristes.  Trois hommes qui se combattent à l'intérieur d'un appartement mais seront bientôt condamnés à se comprendre, à s'apprivoiser et à s'entendre.  Trois hommes qui transforment rapidement cette poudrière… en une comédie humaine absurde.""]",https://image.tmdb.org/t/p/w500/1IpaxOzmdqRWfGiiNbbDvqthjEi.jpg,1,1,0,
La dernière séance,tt15099928,100.0,"Documentary,Drama",6.5,31.0,2020,0,0.6,2021-09-11,[],[],https://image.tmdb.org/t/p/w500/rlvy5q5u3p3hBCrd1QMUjweSiXf.jpg,0,1,1,
Lèv la tèt dann fenwar,tt15100858,51.0,Documentary,7.0,35.0,2020,0,0.6,2021-09-19,[],"[""Jean-René est un ancien ouvrier aujourd'hui à la retraite. Il vit en France, à Mâcon, depuis son émigration de l'île de La Réunion à l'âge de dix-sept ans. Aujourd’hui, pour la première fois, il brise un silence et raconte à sa fille son histoire. Son récit nous dévoile des rêves et des douleurs mystérieuses qui trouvent leurs racines dans les blessures de l'histoire coloniale française.""]",https://image.tmdb.org/t/p/w500/8FGLkToUUweZ0TWjxIVuZdnpfQs.jpg,0,0,1,
Un autre monde,tt15115102,96.0,Drama,7.0,2766.0,2020,4900000,8.268,2022-02-16,[],"[""Un cadre d'entreprise, sa femme, sa famille, au moment où les choix professionnels de l'un font basculer la vie de tous. Philippe Lemesle et sa femme se séparent, un amour abimé par la pression du travail. Cadre performant dans un groupe industriel, Philippe ne sait plus répondre aux injonctions incohérentes de sa direction. On le voulait hier dirigeant, on le veut aujourd'hui exécutant. Il est à l'instant où il lui faut décider du sens de sa vie.""]",https://image.tmdb.org/t/p/w500/1bOwCa2ylY8ACdtXqmhP3r654qq.jpg,0,1,0,https://www.youtube.com/watch?v=kBXcKDzEJ5M
Un autre monde,tt15115102,96.0,Drama,7.0,2766.0,2020,4900000,8.268,2022-02-16,[],"[""Un cadre d'entreprise, sa femme, sa famille, au moment où les choix professionnels de l'un font basculer la vie de tous. Philippe Lemesle et sa femme se séparent, un amour abimé par la pression du travail. Cadre performant dans un groupe industriel, Philippe ne sait plus répondre aux injonctions incohérentes de sa direction. On le voulait hier dirigeant, on le veut aujourd'hui exécutant. Il est à l'instant où il lui faut décider du sens de sa vie.""]",https://image.tmdb.org/t/p/w500/1bOwCa2ylY8ACdtXqmhP3r654qq.jpg,0,1,0,https://www.youtube.com/watch?v=hSkE_6cF6r8
You Resemble Me,tt15131600,91.0,Drama,6.8,427.0,2020,0,2.092,2022-11-04,[],"[""Deux sœurs inséparables sont tragiquement séparées pendant leur enfance, et lorsque les jeunes femmes entrent seules dans l'âge adulte, elles luttent chacune pour conserver leur identité.""]",https://image.tmdb.org/t/p/w500/bijSzi4FkrMc2q8i6HE6R5E1cEU.jpg,0,1,0,
"Mizrahim, les oubliés de la Terre Promise",tt15132378,93.0,Documentary,6.7,51.0,2020,0,0.707,2022-06-08,['discrimination'],"['Mizrahim, c’est le nom que donnent les israéliens aux juifs venus d’Afrique du Nord et du Moyen-Orient, victimes, dès leur arrivée sur la Terre Promise, d’un système discriminatoire qui fait d’eux des citoyens de seconde zone. Dans les années 70, un mouvement de révolte s’inspirant des Black Panthers aux États-Unis, émerge pour défendre leurs droits. Confrontée au deuil de son père, ancien membre de ce mouvement, Michale Boganim part à la rencontre de plusieurs générations de Mizrahim. Sous la forme d’un road-movie, le film approche par l’intime les questions d’exil et de transmission.']",https://image.tmdb.org/t/p/w500/eJ00znFuYDHK88GHXlHPui32AXC.jpg,0,0,1,
Pénélope mon amour,tt15132738,88.0,Documentary,6.5,28.0,2020,0,0.6,2022-10-12,[],"['Depuis 18 ans je filme Pénélope, jeune adulte porteuse d’autisme. Un jour j’ai ouvert le placard qui contenait des cassettes DV et des bobines super 8. Ça m’a presque crevé les yeux. Il fallait rassembler toutes ces images. Pénélope mon amour trace le parcours d’une mère et de sa fille à travers les années. Il raconte différentes étapes : le choc du diagnostic, la déclaration de guerre, l’abdication des armes, pour finalement accepter et découvrir un mode d’existence autre. Pénélope ne cesse d’acclamer ce qu’elle est, je ne cesse de questionner qui elle est. La réponse à la question est précisément dans cette quête infinie. Tout m’est renvoyé en miroir. Ainsi, n’est-ce pas Pénélope qui par ricochet me dit qui je suis ?']",https://image.tmdb.org/t/p/w500/5wOmpKeIAvHluMfGAJzUwbvXoo1.jpg,0,0,1,
Coup de chance,tt15140278,93.0,"Comedy,Crime,Drama",6.4,11147.0,2020,10000000,0.872,2023-11-27,"['infidélité', 'relation mari-femme', 'Paris, France', 'accident de chasse', 'détective privé']","['Fanny et Jean ont tout du couple idéal : épanouis dans leur vie professionnelle, ils habitent un magnifique appartement dans les beaux quartiers de Paris et semblent amoureux comme au premier jour. Mais lorsque Fanny croise, par hasard, Alain, ancien camarade de lycée, elle est aussitôt chavirée. Ils se revoient très vite et se rapprochent de plus en plus...']",https://image.tmdb.org/t/p/w500/38lZdyp5s92DXdu2YyuVaSAlQot.jpg,1,1,0,
Rosy,tt15153914,90.0,Documentary,7.0,68.0,2020,0,1.127,2022-01-05,[],"[""Marine, jeune étudiante de 21 ans, apprend qu'elle est atteinte d'une sclérose en plaques, une maladie auto-immune incurable. Le choc de l'annonce, l'urgence de la situation et le besoin de prendre une décision quant au traitement à suivre, la poussent à trouver une solution en elle... Elle décide de partir pour un long voyage initiatique dans 3 pays : la Nouvelle-Zélande pour redécouvrir son corps, la Birmanie pour apaiser son esprit et la Mongolie pour renouer avec son âme. À travers des expériences inoubliables, Marine part à la rencontre d'elle-même et d'un nouvel équilibre avec cette sclérose qu'elle surnomme Rosy.""]",https://image.tmdb.org/t/p/w500/tqLl1ULCR8sP8MZP5iqyskXYHkJ.jpg,0,0,1,
Debout les femmes!,tt15170082,85.0,Documentary,7.3,129.0,2020,0,1.698,2021-08-27,"['feminism', 'femmes travailleuses', 'liens sociaux dans les professions']","['« Mais qui m’a mis cette tête de con? »  Ce n\'est pas le grand amour entre le député En Marche ! Bruno Bonnell et l’insoumis François Ruffin.  Et pourtant...  C\'est parti pour le premier ""road movie parlementaire"" à la rencontre des femmes qui s’occupent de nos enfants, nos malades, nos personnes âgées.  Ensemble, avec ces invisibles du soin et du lien, ils vont traverser confinement et couvre-feu, partager rires et larmes, colère et espoir.  Ensemble, ils vont se bagarrer, des plateaux télés à la tribune de l’Hémicycle, pour que ces travailleuses soient enfin reconnues, dans leur statut, dans leurs revenus.  Et s’il le faut, ils réinventeront l’Assemblée…']",https://image.tmdb.org/t/p/w500/yXBqgBMWq3IbpSIrUtwq9chI7tG.jpg,0,0,1,https://www.youtube.com/watch?v=Ik-Mfy9F98Y
Reprise en main,tt15170560,106.0,"Comedy,Drama",6.3,192.0,2020,2300000,2.381,2022-10-19,"['usine', 'finance', 'fonds d’investissement']","[""Comme son père avant lui, Cédric travaille dans une entreprise de mécanique de précision en Haute-Savoie. L'usine doit être de nouveau cédée à un fonds d’investissement. Epuisés d’avoir à dépendre de spéculateurs cyniques, Cédric et ses amis d'enfance tentent l'impossible : racheter l’usine en se faisant passer pour des financiers !""]",https://image.tmdb.org/t/p/w500/77jCwaADS141DVKmlmGILumHXeY.jpg,1,1,0,https://www.youtube.com/watch?v=729524114
Reprise en main,tt15170560,106.0,"Comedy,Drama",6.3,192.0,2020,2300000,2.381,2022-10-19,"['usine', 'finance', 'fonds d’investissement']","[""Comme son père avant lui, Cédric travaille dans une entreprise de mécanique de précision en Haute-Savoie. L'usine doit être de nouveau cédée à un fonds d’investissement. Epuisés d’avoir à dépendre de spéculateurs cyniques, Cédric et ses amis d'enfance tentent l'impossible : racheter l’usine en se faisant passer pour des financiers !""]",https://image.tmdb.org/t/p/w500/77jCwaADS141DVKmlmGILumHXeY.jpg,1,1,0,https://www.youtube.com/watch?v=727929889
Le bruit des glaçons,tt1517214,87.0,"Comedy,Drama",6.2,2725.0,2010,0,4.251,2010-08-25,[],"[""Quitté par sa femme, Charles Faulque, écrivain à succès en panne d'inspiration, vit reclus dans une villa des Cévennes où il cultive amour de la boisson, cynisme amusé, sous la surveillance de sa bonne, Louisa. Un jour, son Cancer en personne vient lui annoncer sa mort prochaine. Mais l'écrivain n'a pas l'intention de se laisser faire... Qui aura la peau de l'autre ?""]",https://image.tmdb.org/t/p/w500/wZlT1fgluXwph8XklzQF10RDGyp.jpg,1,1,0,https://www.youtube.com/watch?v=29UgLROb9Q0
La Diplomatie du caviar,tt15180326,86.0,"Documentary,Thriller",7.7,96.0,2020,0,0.964,2021-07-28,[],"['Comment l’Azerbaïdjan a corrompu des parlementaires européens pour s’acheter une respectabilité internationale. Une enquête édifiante dans les sombres arcanes de la ""diplomatie du caviar"".']",https://image.tmdb.org/t/p/w500/qHWE8KUhaOu9Twm3AQUFp4riTQg.jpg,0,0,1,
The Cambodian Room: Situations with Antoine D'Agata,tt1519408,56.0,"Biography,Documentary",7.0,37.0,2000,0,0.6,2009-11-29,[],[],https://image.tmdb.org/t/p/w500/tJn0c2VuL0GSGXj1cb0mHWyDCdg.jpg,0,0,1,
Tu choisiras la vie,tt15198986,99.0,Drama,6.2,301.0,2020,0,1.782,2022-06-16,[],"[""Comme chaque année, Aaron Zelnik, un rabbin ultraorthodoxe d'Aix-les-Bains, emmène sa famille dans le sud de l'Italie, où ils profitent de l'été pour participer à la récolte des cédrats. Sur place, sa fille Esther sympathise avec Elio, le propriétaire divorcé de la ferme où ils séjournent.""]",https://image.tmdb.org/t/p/w500/cp7qe5mQ9GKDbqc6g0HH7a1m6Aj.jpg,0,1,0,https://www.youtube.com/watch?v=Hvu8FIRuJQc
Ne change rien,tt1520367,100.0,"Documentary,Music",7.1,384.0,2000,0,0.6,2009-11-19,['basé sur un court-métrage'],"['Jeanne Balibar, chanteuse, des répétitions aux enregistrements, des concerts rock aux cours de chant lyrique, d’un grenier à Saint Marie-aux-Mines à la scène d’un café de Tokyo, de Johnny Guitar à la Périchole, d’Offenbach.']",https://image.tmdb.org/t/p/w500/gojlZDvjc33UREC7hbQQ1P4OjAm.jpg,0,0,1,
Les femmes et l'assassin,tt15216504,92.0,"Crime,Documentary",6.5,1727.0,2020,0,7.619,2021-09-09,"['Paris, France', 'tueur en série', 'enquête sur un meurtre', 'histoire vraie']",['Ce documentaire retrace l’interpellation du tueur en série Guy Georges grâce au travail acharné de deux femmes : l’une commissaire de police et l’autre mère d’une victime.'],https://image.tmdb.org/t/p/w500/4pNmisYcsu3fsC5XlOpt0LbyjA7.jpg,0,0,1,
Potiche,tt1521848,103.0,Comedy,6.4,11618.0,2010,0,7.137,2010-11-10,"['congrès', 'homme d’affaires', 'feminism']","['En 1977, dans une province de la bourgeoisie française, Suzanne Pujol est l’épouse popote et soumise d’un riche industriel Robert Pujol. Il dirige son usine de parapluies d’une main de fer et s’avère aussi désagréable et despote avec ses ouvriers qu’avec ses enfants et sa femme, qu’il prend pour une potiche. À la suite d’une grève et d’une séquestration de son mari, Suzanne se retrouve à la direction de l’usine et se révèle à la surprise générale une femme de tête et d’action. Mais lorsque Robert rentre d’une cure de repos en pleine forme, tout se complique…']",https://image.tmdb.org/t/p/w500/o0GymlAocv4nB44f1ywh9Z34RT7.jpg,1,0,0,https://www.youtube.com/watch?v=1Sn0wu30MKU
Potiche,tt1521848,103.0,Comedy,6.4,11618.0,2010,0,7.137,2010-11-10,"['congrès', 'homme d’affaires', 'feminism']","['En 1977, dans une province de la bourgeoisie française, Suzanne Pujol est l’épouse popote et soumise d’un riche industriel Robert Pujol. Il dirige son usine de parapluies d’une main de fer et s’avère aussi désagréable et despote avec ses ouvriers qu’avec ses enfants et sa femme, qu’il prend pour une potiche. À la suite d’une grève et d’une séquestration de son mari, Suzanne se retrouve à la direction de l’usine et se révèle à la surprise générale une femme de tête et d’action. Mais lorsque Robert rentre d’une cure de repos en pleine forme, tout se complique…']",https://image.tmdb.org/t/p/w500/o0GymlAocv4nB44f1ywh9Z34RT7.jpg,1,0,0,https://www.youtube.com/watch?v=b_Zw3dK65m4
Deux de la Vague,tt1528224,91.0,Documentary,6.8,894.0,2010,0,1.544,2010-05-19,[],"[""Deux de la vague est l'histoire d'une amitié. Jean-Luc Godard est né en 1930, François Truffaut deux ans plus tard, et ils se rencontrent par amour du cinéma. Ils écrivent dans les mêmes revues, Les Cahiers du cinéma et Arts. Quand le cadet devient cinéaste, avec Les Quatre Cents Coups, qui triomphent à Cannes en 1959, il aide son aîné à passer à la réalisation, lui offrant son scénario déjà intitulé À bout de souffle. Tout au long des années 1960, ils se serrent les coudes. C'est l'histoire et la politique qui les séparent, en 68 et après, quand Godard s'engage dans la révolution et Truffaut continue comme avant. Entre eux, Jean-Pierre Léaud est comme un enfant déchiré. Cette amitié et cette rupture forment un roman incarné du cinéma français. En revisitant les archives et les films des deux cinéastes, en feuilletant la presse contemporaine, Deux de la Vague fait revivre une prodigieuse décade dont l'influence allait irriguer le monde entier.""]",https://image.tmdb.org/t/p/w500/jKXmvqjWz60inDcMOehj5MAZiCY.jpg,0,0,1,https://www.youtube.com/watch?v=JgB7uoLUly0
Rien à déclarer,tt1528313,108.0,Comedy,6.4,15902.0,2010,28000000,8.861,2010-12-20,"['police', 'Belgique', 'passage de frontière', 'douanes', 'Union européenne', 'contrôle frontalier', 'police française']","['1er janvier 1993\xa0: passage à l’Europe. Deux douaniers, l’un Belge, l’autre Français, apprennent la disparition prochaine de leur petit poste de douane fixe situé dans la commune de Courquain France et Koorkin Belgique. Francophobe de père en fils et douanier belge trop zélé, Ruben Vandervoorde se voit contraint et forcé d’inaugurer la première brigade volante mixte franco‐belge. Son partenaire français sera Mathias Ducatel, voisin de douane et ennemi de toujours, qui surprend tout le monde en acceptant de devenir le co‐équipier de Vandervoorde et sillonner avec lui les routes de campagnes frontalières à bord d’une 4L d’interception des douanes internationales.']",https://image.tmdb.org/t/p/w500/jpRl46I0GTynTeXurmY8YiONatC.jpg,1,0,0,https://www.youtube.com/watch?v=xONVqPzEqRM
Shttl,tt15289502,114.0,"Drama,History",7.1,213.0,2020,0,0.6,2022-10-13,[],"[""Été 1941, veille de l’invasion de l’Ukraine soviétique par les nazis. Dans un shtetl un jeune homme revenu de la ville attise les querelles entre laïcs et religieux et remet en question un mariage prévu quelques jours plus tard. Ce seront les dernières 24 heures d'un village avant sa destruction lors de l'opération Barbarossa.""]",https://image.tmdb.org/t/p/w500/tiang3v2BKsfBKzuh52dsqOHXOY.jpg,0,1,0,
Lettre à la Prison,tt1529297,75.0,Drama,8.1,31.0,1960,0,0.981,1969-01-01,"['France', 'lettre', 'racisme', 'Afrique du Nord', 'émigrant', 'néo-colonialisme', 'Tunisiens']","[""Un jeune Tunisien, Tahar, est envoyé en France par sa famille afin de venir en aide à son frère, emprisonné à Paris pour meurtre alors qu'il est innocent. Débarquant à Marseille, il se rend compte que ses certitudes faiblissent face aux mentalités de la population française et des Tunisiens vivant dans l'hexagone.""]",https://image.tmdb.org/t/p/w500/g0o1ExRtIOPo34gxnxTpTIrPbv8.jpg,0,1,0,
De vrais mensonges,tt1529569,105.0,"Comedy,Romance",6.4,7716.0,2010,0,8.062,2010-12-08,"['lettre d’amour', 'coiffeur / coiffeuse', 'admirateur']","['Un beau matin de printemps, Émilie reçoit une lettre d’amour, belle, inspirée mais anonyme. Elle la jette d’abord à la poubelle, avant d’y voir le moyen de sauver sa mère, isolée et triste depuis le départ de son mari. Sans trop réfléchir, elle la lui adresse aussitôt. Mais Émilie ne sait pas encore que c’est Jean, son employé timide, qui en est l’auteur. Elle n’imagine surtout pas que son geste les projettera dans une suite de quiproquos et de malentendus qui vont vite tous les dépasser…']",https://image.tmdb.org/t/p/w500/nDctTkrew9sviZlDu38a8OZ0mcN.jpg,1,0,0,
La folie Almayer,tt1532530,127.0,Drama,6.5,977.0,2010,0,1.637,2012-01-25,"['adapté d’un roman ou d’un livre', 'réalisatrice']","['Quelque part en Asie du Sud-Est, au bord d’un fleuve tumultueux, un Européen s’accroche à ses rêves de fortune par amour pour sa fille. Une histoire de passion, de perdition et de folie, adaptée du roman de Joseph Conrad.']",https://image.tmdb.org/t/p/w500/kfQwnDg2y6CKxA7GuiKm5kvPaxN.jpg,0,1,0,https://www.youtube.com/watch?v=UD31xMgVpcM
Revoir Paris,tt15329224,105.0,Drama,6.9,3860.0,2020,0,24.855,2022-09-07,"['stress post-traumatique (SSPT)', 'traumatisme', 'mémoire', 'attaque terroriste', 'réalisatrice']","['À Paris, Mia est prise dans un attentat dans une brasserie. Trois mois plus tard, alors qu’elle n’a toujours pas réussi à reprendre le cours de sa vie et qu’elle ne se rappelle de l’évènement que par bribes, Mia décide d’enquêter dans sa mémoire pour retrouver le chemin d’un bonheur possible.']",https://image.tmdb.org/t/p/w500/yZshfKJXI8P6bv4LkmqJwDTU8Vl.jpg,0,1,0,https://www.youtube.com/watch?v=idHIUQeF_cw
Un balcon sur la mer,tt1533813,107.0,"Drama,Mystery,Romance",6.2,1871.0,2010,0,4.176,2010-12-15,"['coup d’un soir', 'Algérie', 'réalisatrice', 'guerre d’Algérie (1954-62)', 'Franco-Algérien', 'liaison extraconjugale']","[""Dans le sud de la France, Marc, marié et père de famille, mène une vie confortable d’agent immobilier. Au hasard d'une vente, il rencontre une femme au charme envoûtant dont le visage lui est familier. Il pense reconnaître Cathy, l’amour de ses 12 ans dans une Algérie violente, à la fin de la guerre d’indépendance. Après une nuit d’amour, la jeune femme disparaît. Au fil des jours, un doute s’empare de Marc : qui est vraiment celle qui prétend s’appeler Cathy ? Une enquête commence.""]",https://image.tmdb.org/t/p/w500/bScdV115jAg54OQfo7aAnRz4zJp.jpg,0,1,0,https://www.youtube.com/watch?v=yIjjqZvNGH8
L'homme qui voulait vivre sa vie,tt1533818,114.0,"Drama,Thriller",6.6,3846.0,2010,0,5.94,2010-11-03,[],"[""Paul Exben a tout pour être heureux : une belle situation professionnelle, une femme et deux enfants magnifiques. Sauf que cette vie n'est pas celle dont il rêvait. Un coup de folie va faire basculer son existence, l'amenant à endosser une nouvelle identité qui va lui permettre de vivre sa vie.""]",https://image.tmdb.org/t/p/w500/lM7SnDmfm2sD7hYIOF3Q0YV29wG.jpg,0,1,0,https://www.youtube.com/watch?v=pYof13DiZc0
Loup,tt1535103,102.0,Drama,6.4,667.0,2000,0,2.758,2009-12-09,[],"[""Sergueï est un Évène, ces nomades éleveurs de rennes qui vivent dans les montagnes de Sibérie orientale. A l'âge de 16 ans, Sergueï est nommé gardien de la grande harde du clan de Batagaï. Ce clan - dont le chef n'est autre que son père - est composé de quatre familles et de leur harde de 3000 rennes qu'ils conduisent d'un alpage à l'autre au gré des saisons. Dans cette immensité, le loup rôde et menace en permanence les rennes ; unique richesse et fierté des Évènes. Dès son plus jeune âge, Sergueï a appris à chasser et abattre les loups sans état d'âme. Jusqu'au jour où sa rencontre avec une louve et ses quatre adorables louveteaux va bouleverser toutes ses certitudes...""]",https://image.tmdb.org/t/p/w500/ebSPR5PQ32Q0Q82PeT6gEEqjjOe.jpg,0,1,0,
Saint Omer,tt15376894,122.0,Drama,6.8,6134.0,2020,0,11.414,2022-11-23,[],"['Rama, romancière d’une trentaine d’années, assiste au procès de Laurence Coly aux assises de Saint-Omer. Celle-ci est accusée d’avoir tué sa fille de quinze mois en l’abandonnant sur une plage du nord de la France, au moment où la marée montait. De cette histoire, Rama voudrait écrire une adaptation contemporaine du mythe antique de Médée. Mais au cours du procès, rien ne se passe comme prévu. C’est finalement son propre rapport à la maternité que le huis clos du procès vient questionner.']",https://image.tmdb.org/t/p/w500/k3hxlw19XHsC4o0VfhUUOliJFFe.jpg,0,1,0,https://www.youtube.com/watch?v=SXBFgcerZho
